what_type_of_candle,time_entered,ema_distance,num_of_matches,line_degree_angle,ticker_symbol,strike_price,option_type,order_quantity,order_bid_price,total_investment,time_exited,lowest_bid,max_drawdown,highest_bid,max_gain,avg_sold_bid,total_profit,total_percentage
PDHL_1 PDL,02/28/2025-08:48 AM,0.2769714261319222,0,13.216794200368549,SPY,575.0,put,111,0.3,3330.0,02/28/2025-08:50:01 AM,0.22,26.666666666666668,0.28,-6.666666666666654,0.27,-333.0,-10.0
PDHL_1 PDL,02/28/2025-08:56 AM,0.2133631687910337,1,7.197659583433332,SPY,576.0,put,108,0.31,3348.0,02/28/2025-09:00:01 AM,0.23,25.80645161290322,0.34,9.677419354838715,0.23,-864.0,-25.806451612903224
,02/28/2025-09:46 AM,0.3299163257019017,0,-11.982801922512513,SPY,592.0,call,77,0.43,3311.0,02/28/2025-09:48:02 AM,0.35,18.6046511627907,0.46,6.976744186046519,0.35,-616.0,-18.6046511627907
support_1 Buffer,03/03/2025-09:38 AM,0.3509609134382572,0,11.139308262779997,SPY,587.0,put,85,0.38,3230.0,03/03/2025-09:40:01 AM,0.26,31.57894736842105,0.39,2.6315789473684235,0.29,-765.0,-23.684210526315788
support_1 Buffer,03/03/2025-10:08 AM,0.3811272521428464,1,14.84222705736057,SPY,587.0,put,90,0.36,3240.0,03/03/2025-10:14:01 AM,0.27,25.0,0.43,19.444444444444446,0.28,-720.0,-22.22222222222222
PDHL_1 PDL,03/04/2025-09:48 AM,0.4454034340068347,0,10.528483320851729,SPY,565.0,put,102,0.31,3162.0,03/04/2025-09:50:01 AM,0.23,25.80645161290322,0.28,-9.6774193548387,0.26,-510.0,-16.129032258064516
PDHL_1 PDL,03/06/2025-12:50 PM,0.2609586525220493,0,27.47443162624213,SPY,566.0,put,98,0.32,3136.0,03/06/2025-12:52:01 PM,0.25,21.875000000000004,0.31,-3.1250000000000027,0.25,-686.0,-21.875
PDHL_1 PDL,03/06/2025-01:16 PM,0.1328672022613091,1,9.870642846086003,SPY,567.0,put,87,0.36,3132.0,03/06/2025-01:42:01 PM,0.31,13.888888888888888,0.64,77.77777777777779,0.4375862068965517,675.0,21.551724137931032
PDHL_1 PDL,03/10/2025-10:06 AM,0.1024403629099879,0,36.50144112052069,SPY,557.0,put,83,0.38,3154.0,03/10/2025-10:08:02 AM,0.29,23.684210526315795,0.38,0.0,0.29,-747.0,-23.684210526315788
PDHL_1 PDL,03/10/2025-10:52 AM,0.2765048864438313,1,21.801409486543484,SPY,558.0,put,93,0.34,3162.0,03/10/2025-11:30:02 AM,0.29,14.705882352941188,0.53,55.88235294117647,0.4097849462365591,649.0,20.52498418722328
PDHL_1 PDL,03/13/2025-11:22 AM,0.3361613399207499,0,13.5174014251399,SPY,547.0,put,92,0.34,3128.0,03/13/2025-11:32:01 AM,0.26,23.529411764705884,0.38,11.764705882352937,0.26,-736.0,-23.52941176470588
PDHL_1 PDL,03/13/2025-12:26 PM,0.4213056389871781,1,18.587792160535983,SPY,546.0,put,95,0.33,3135.0,03/13/2025-12:54:01 PM,0.26,21.21212121212121,0.44,33.33333333333333,0.3826315789473684,500.0,15.94896331738437
PDHL_1 PDH,03/14/2025-10:50 AM,0.2505683272315764,0,-13.766300684690195,SPY,565.0,call,74,0.42,3108.0,03/14/2025-10:52:02 AM,0.34,19.04761904761904,0.41,-2.380952380952383,0.36,-444.0,-14.285714285714285
PDHL_1 PDH,03/14/2025-10:56 AM,0.3150377804139452,1,-7.53372895106341,SPY,565.0,call,76,0.41,3116.0,03/14/2025-11:04:02 AM,0.36,12.19512195121951,0.46,12.195121951219525,0.36,-380.0,-12.195121951219512
PDHL_1 PDL,03/18/2025-10:22 AM,0.2112408247646726,0,3.372626416644958,SPY,556.0,put,70,0.43,3096.0,03/18/2025-10:26:01 AM,0.37,13.953488372093023,0.48,11.627906976744184,0.38,-360.0,-11.627906976744184
PDHL_1 PDL,03/18/2025-10:30 AM,0.3375793872950225,1,2.3658139277536487,SPY,556.0,put,70,0.44,3080.0,03/18/2025-10:34:01 AM,0.36,18.181818181818183,0.47,6.818181818181812,0.36,-560.0,-18.181818181818183
resistance_1 PDH,03/18/2025-11:20 AM,0.0189439132732331,0,9.695287784196507,SPY,557.0,put,72,0.43,3096.0,,,,,,,,
PDHL_1 PDH,03/19/2025-11:04 AM,0.2457285029768172,0,-6.50364206705813,SPY,571.0,call,90,0.34,3060.0,03/19/2025-11:12:02 AM,0.32,5.8823529411764754,0.38,11.764705882352937,0.33,-90.0,-2.941176470588235
PDHL_1 PDH,03/19/2025-11:30 AM,0.0945794780536743,1,-3.992389382014143,SPY,570.0,call,66,0.46,3036.0,03/19/2025-11:32:01 AM,0.4,13.043478260869565,0.46,0.0,0.4,-396.0,-13.043478260869565
resistance_2 Buffer,03/19/2025-02:38 PM,0.1161702128608794,0,-8.977179986983588,SPY,569.0,call,68,0.42,3024.0,03/19/2025-02:50:02 PM,0.25,40.47619047619048,0.82,95.23809523809524,0.5166666666666667,696.0,23.015873015873016
resistance_1 PDH,03/21/2025-08:54 AM,0.2220631491275071,0,6.018379430355202,SPY,552.0,put,87,0.35,3045.0,03/21/2025-08:56:01 AM,0.26,25.714285714285705,0.35,0.0,0.29,-522.0,-17.142857142857142
resistance_1 PDH,03/21/2025-09:02 AM,0.3404139280589788,1,2.606304728073271,SPY,552.0,put,99,0.31,3069.0,03/21/2025-09:20:01 AM,0.2,35.48387096774193,0.38,22.580645161290324,0.3525252525252525,421.0,13.717823395242752
PDHL_1 PDL,03/21/2025-10:36 AM,0.2263174438237456,0,11.585126225751203,SPY,556.0,put,76,0.4,3040.0,03/21/2025-10:56:02 AM,0.35,12.50000000000001,0.57,42.49999999999999,0.4657894736842105,500.0,16.447368421052634
PDHL_1 PDL,03/21/2025-11:00 AM,0.3017959687734901,1,2.866691677428507,SPY,555.0,put,99,0.32,3040.0,03/21/2025-11:06:02 AM,0.22,31.25,0.36,12.499999999999991,0.2199999999999999,-950.0,-31.25
PDHL_1 PDH,03/24/2025-09:12 AM,0.0987688920122309,0,-6.261608741597706,SPY,575.0,call,95,0.31,3038.0,03/24/2025-09:34:01 AM,0.28,9.6774193548387,0.45,45.16129032258065,0.3734693877551021,622.0,20.47399605003292
PDHL_1 PDH,03/24/2025-09:48 AM,0.259418925896739,1,-1.5494903414457657,SPY,575.0,call,80,0.38,3040.0,03/24/2025-10:28:02 AM,0.34,10.52631578947368,0.55,44.73684210526317,0.445375,523.0,17.20394736842105
PDHL_1 PDH,03/25/2025-09:48 AM,0.3446730155852719,0,-2.8624052271097686,SPY,578.0,call,103,0.3,3090.0,03/25/2025-09:58:03 AM,0.24,20.0,0.35,16.666666666666664,0.24,-618.0,-20.0
PDHL_1 PDH,03/25/2025-10:02 AM,0.0337720945849469,1,-5.483590444253268,SPY,577.0,call,58,0.53,3074.0,03/25/2025-10:08:01 AM,0.51,3.773584905660381,0.59,11.32075471698112,0.51,-116.0,-3.7735849056603774
PDHL_2 PDL,03/26/2025-12:16 PM,0.2858021871591063,0,3.482174988718272,SPY,567.0,put,80,0.38,3040.0,03/26/2025-12:42:02 PM,0.35,7.89473684210527,0.94,147.36842105263156,0.4876250000000001,861.0,28.32236842105263
PDHL_2 PDL,03/26/2025-12:44 PM,0.0989648764743833,1,18.77803322077144,SPY,566.0,put,71,0.43,3053.0,03/26/2025-12:46:02 PM,0.34,20.93023255813953,0.43,0.0,0.35,-568.0,-18.6046511627907
,03/27/2025-12:36 PM,0.1780121666899958,0,27.474431624491995,SPY,565.0,put,78,0.39,3042.0,03/27/2025-12:48:01 PM,0.29,25.64102564102565,0.52,33.33333333333333,0.4449999999999999,429.0,14.102564102564102
PDHL_1 PDL,03/28/2025-09:46 AM,0.4194162206304099,0,20.178380074400994,SPY,555.0,put,75,0.41,3075.0,03/28/2025-10:12:02 AM,0.39,4.878048780487796,0.72,75.60975609756098,0.5112,759.0,24.682926829268293
PDHL_1 PDL,03/28/2025-10:16 AM,0.1128390451940504,1,10.026282655553048,SPY,554.0,put,86,0.36,3096.0,03/28/2025-10:18:01 AM,0.3,16.666666666666664,0.37,2.7777777777777803,0.3,-516.0,-16.666666666666664
support_1 Buffer,03/31/2025-10:16 AM,0.0735671178300663,0,-19.03443435464644,SPY,556.0,call,66,0.46,3082.0,03/31/2025-11:00:01 AM,0.44,4.347826086956525,0.89,93.4782608695652,0.5829850746268657,824.0,26.73588578844906
support_1 Buffer,03/31/2025-11:04 AM,0.0640113408466049,1,-10.53660794274366,SPY,557.0,call,62,0.49,3087.0,03/31/2025-11:06:01 AM,0.42,14.285714285714288,0.52,6.122448979591842,0.42,-441.0,-14.285714285714285
PDHL_1 PDH,04/01/2025-10:58 AM,0.2818572584658341,0,-9.09027692101743,SPY,564.0,call,65,0.48,3120.0,04/01/2025-11:24:01 AM,0.42,12.5,0.8,66.66666666666669,0.5867692307692308,694.0,22.24358974358974
below_support_1 PDL,04/03/2025-01:06 PM,,,,SPY,538.0,put,68,0.46,3128.0
below_support_1 PDL,04/03/2025-01:46 PM,,,,SPY,538.0,put,90,0.35,3150.0
below_support_1 PDL,04/03/2025-01:52 PM,,,,SPY,539.0,put,81,0.39,3159.0
below_support_1 PDL,04/03/2025-02:02 PM,,,,SPY,539.0,put,77,0.41,3157.0
Finally had V3 of program working...
